	hashtag	time_(s)
1	#mobilebnk48	1243
2	#bnk48rt	1243
3	#เฌอสิค	1243
4	#bnk48	1243
5	#cherprangbnk48	1243
6	#musicbnk48	1243
7	#punbnk48	1243
8	#bnk48	1243
9	#bnk48foundermember	1243
10	#bnk48theater	1243
11	#bnk48thecampus	1243
12	#bnk481stc…rt	1243
13	#musicbnk48	1243
14	#bnk48	1243
15	#แกแมสแล้วว่ะrt	1243
16	#pockythailand	1243
17	#punbnk48	1243
18	#bnk48	1243
19	#bnk48	1243
20	#jennisbnk48	1243
21	#bnk48	1243
22	#cherprangbnk48	1243
23	#bnk48	1243
0	#punbnk48	1253
1	#bnk48	1253
2	#bnk48	1253
3	#noeybnk48	1253
4	#punbnk48	1253
5	#ornbnk48	1253
6	#kaimookbnk48	1253
7	#pupebnk48	1253
8	#tarwaanbnk48	1253
9	#kaewbnk48	1253
10	#janebnk48	1253
11	#cherprangbnk48	1253
12	#bnk48	1253
13	#valentinemyoshi	1253
14	#bnk48rt	1253
15	#bnk48	1253
16	#bnk48	1253
17	#bnk48	1253
18	#noeybnk48	1253
19	#punbnk48	1253
20	#ornbnk48	1253
21	#kaimookbnk48	1253
22	#pupebnk48	1253
23	#tarwaanbnk48	1253
24	#kaewbnk48	1253
25	#janebnk48	1253
0	#punbnk48	1263
1	#jennisbnk48	1263
2	#mobilebnk48	1263
3	#bnk48	1263
4	#musicbnk48	1263
5	#cherprangbnk48	1263
6	#bnk48	1263
7	#valentinemyoshi	1263
8	#เพลงหากิน	1263
9	#bnk48	1263
10	#janbnk48	1263
11	#janchan	1263
12	#เพลงหากิน	1263
13	#bnk48	1263
14	#janbnk48	1263
15	#janchan	1263
16	#bnk48	1263
17	#punbnk48	1263
18	#bnk48	1263
19	#pockyletsayit	1263
20	#ปล่อย	1263
21	#bnk48	1263
22	#เพลงหากิน	1263
23	#bnk48	1263
24	#janbnk48	1263
25	#janchan	1263
0	#janbnk48	1273
1	#janchan	1273
2	#bnk48	1273
3	#pockythailand	1273
4	#punbnk48	1273
5	#bnk48	1273
6	#pockythailand	1273
7	#punbnk48	1273
8	#bnk48	1273
9	#เฌอสิค	1273
10	#bnk48	1273
11	#cherprangbnk48	1273
12	#musicbnk48	1273
13	#punbnk48	1273
14	#bnk48	1273
15	#bnk48	1273
16	#punbnk48	1273
17	#jennisbnk48	1273
18	#cherprangbnk48	1273
19	#mobilebnk48	1273
20	#musicbnk48	1273
21	#ornbnk48	1273
22	#true	1273
23	#musicbnk48	1273
24	#bnk…rt	1273
25	#punbnk48	1273
26	#bnk48	1273
27	#bnk48	1273
0	#punbnk48	1283
1	#bnk48	1283
2	#cherprangbnk48	1283
3	#bnk48	1283
4	#bnk48	1283
5	#bnk48foundermember	1283
6	#bnk48theater	1283
7	#bnk48thecampus	1283
8	#bnk481stc…rt	1283
9	#musicbnk48	1283
10	#cherprangbnk48	1283
11	#bnk48	1283
12	#valentinemyoshi	1283
13	#bnk48	1283
14	#bnk48	1283
15	#cherprangbnk48	1283
16	#bnk48	1283
17	#ornbnk48	1283
18	#cherprangbnk48	1283
19	#izurinabnk48	1283
20	#musicbnk48	1283
21	#bnk48	1283
0	#bnk48	1294
1	#cherprangbnk48	1294
2	#punbnk48	1294
3	#musicbnk48	1294
4	#jennisbnk48	1294
5	#bnk48	1294
6	#jennisbnk48	1294
7	#แจกดิส	1294
8	#พื้นที่โปร	1294
9	#punbnk48	1294
10	#pun	1294
11	#bnk48	1294
12	#pockythailand	1294
13	#punbnk48	1294
14	#bnk48	1294
15	#watercolor	1294
16	#character	1294
17	#illustration	1294
18	#drawing	1294
19	#girls	1294
20	#bnk48	1294
21	#comics	1294
22	#couple…	1294
23	#pockythailand	1294
24	#punbnk48	1294
25	#bnk48	1294
0	#punbnk48	1304
1	#bnk48	1304
2	#punbnk48	1304
3	#jennisbnk48	1304
4	#mobilebnk48	1304
5	#bnk48	1304
6	#janbnk48	1304
7	#janchan	1304
8	#bnk48	1304
9	#bnk48	1304
0	#ปล่อย	1314
1	#bnk48	1314
2	#mindbnk48	1314
3	#bnk48	1314
4	#bnk48	1314
5	#punbnk48	1314
6	#เฌอสิค	1314
7	#bnk48	1314
8	#cherprangbnk48	1314
9	#musicbnk48	1314
10	#punbnk48	1314
11	#pockythailand	1314
12	#punbnk48	1314
13	#bnk48	1314
14	#ปล่อย	1314
15	#bnk48	1314
16	#punbnk48	1314
17	#bnk48	1314
18	#เฌอสิค	1314
19	#bnk48	1314
20	#cherprangbnk48	1314
21	#musicbnk48	1314
22	#punbnk48	1314
23	#bnk48	1314
24	#cherprangbnk48	1314
25	#bnk48	1314
26	#mobilebnk48	1314
0	#mobilebnk48	1324
1	#bnk48	1324
2	#bnk48	1324
3	#cherprangbnk48	1324
4	#punbnk48	1324
5	#bnk48	1324
6	#mobilebnk48	1324
7	#cherprangbnk48	1324
8	#bnk48	1324
9	#มิวสิคคนมีม	1324
10	#musicbnk48	1324
11	#bnk48	1324
12	#วาเลนไทน์	1324
13	#แคปเฌอ	1324
14	#cherprangbnk48	1324
15	#bnk48	1324
16	#เฌอปราง	1324
17	#myvalentine	1324
18	#cherprangbnk48	1324
19	#bnk48	1324
20	#สามแยกปากหวาน	1324
21	#musicbnk48	1324
22	#punbnk48	1324
23	#cherprangbnk48	1324
24	#bnk48	1324
25	#punbnk48	1324
26	#bnk48	1324
27	#ปล่อย	1324
28	#bnk48	1324
29	#bnk48	1324
0	#punbnk48	1334
1	#bnk48	1334
2	#bnk48	1334
3	#namnuengbnk48	1334
4	#kaewbnk48	1334
5	#tarwaanbnk48	1334
6	#noeybnk48	1334
7	#ornbnk48	1334
8	#musicbnk48	1334
9	#punbnk48	1334
10	#cherprangbnk48	1334
11	#bnk48	1334
12	#punbnk48	1334
13	#jennisbnk48	1334
14	#bnk48	1334
15	#mobilebnk48	1334
16	#cherprangbnk48	1334
17	#bnk48	1334
18	#bnk48	1334
19	#punbnk48	1334
0	#punbnk48	1345
1	#jennisbnk48	1345
2	#punjennisbnk48	1345
3	#bnk48	1345
4	#jennisbnk48	1345
5	#punbnk48	1345
6	#mobilebnk48	1345
7	#musicbnk48	1345
8	#cherpran…rt	1345
9	#cherprangbnk48	1345
10	#bnk48	1345
11	#kaewbnk48	1345
12	#bnk48	1345
13	#kaewthecorgi	1345
14	#bnk48	1345
15	#bnk48	1345
16	#ornbnk48	1345
17	#noeybnk48	1345
18	#namneungbnk48	1345
19	#tarwaanbnk48	1345
20	#kaewbnk48	1345
21	#musicbnk48	1345
22	#bnk…rt	1345
23	#punbnk48	1345
24	#bnk48	1345
0	#เพลงหากิน	1355
1	#bnk48	1355
2	#janbnk48	1355
3	#janchan	1355
4	#punbnk48	1355
5	#bnk48	1355
6	#bnk48	1355
7	#punb…rt	1355
8	#bnk48	1355
9	#bnk48	1355
10	#namnuengbnk48	1355
11	#kaewbnk48	1355
12	#tarwaanbnk48	1355
13	#noeybnk48	1355
14	#ornbnk48	1355
0	#watercolor	1365
1	#character	1365
2	#illustration	1365
3	#drawing	1365
4	#girls	1365
5	#bnk48	1365
6	#comics	1365
7	#couple	1365
8	#fas…rt	1365
9	#janbnk48	1365
10	#janchan	1365
11	#bnk48	1365
12	#bnk48	1365
13	#fungjai	1365
14	#แม้ว่าคนข้างๆจะคุยกันเสียงดังก็ตาม	1365
15	#musicbnk48	1365
16	#bnk48	1365
17	#punbnk48	1365
18	#bnk48	1365
19	#bnk48	1365
20	#punbnk48	1365
21	#jennisbnk48	1365
22	#cherprangbnk48	1365
23	#mobilebnk48	1365
24	#musicbnk48	1365
25	#ornbnk48	1365
26	#true	1365
27	#bnk48	1365
28	#truepoint	1365
29	#bnk48xtrue	1365
30	#trueyou	1365
31	#tru…rt	1365
32	#ปล่อย	1365
33	#bnk48	1365
34	#ปล่อย	1365
35	#bnk48	1365
36	#bnk48	1365
0	#mobilebnk48	1375
1	#bnk48	1375
2	#bnk48	1375
3	#bnk48foundermember	1375
4	#bnk48theater	1375
5	#bnk48thecampus	1375
6	#bnk481stc…rt	1375
7	#bnk48	1375
8	#pockyletssayit	1375
9	#นารา	1375
10	#bnk48	1375
11	#bnk48	1375
12	#truepoint	1375
13	#bnk48xtrue	1375
14	#trueyou	1375
15	#tru…rt	1375
16	#cherprangbnk48	1375
17	#jennisbnk48	1375
18	#bnk48	1375
19	#mobilebnk48	1375
20	#cherprangbnk48	1375
21	#bnk48	1375
22	#ปล่อย	1375
23	#bnk48	1375
0	#cherprangbnk48	1385
1	#katebnk48	1385
2	#mobilebnk48	1385
3	#pupebnk48	1385
4	#jennisbnk48…	1385
5	#cherprangbnk48	1385
6	#musicbnk48	1385
7	#o…rt	1385
0	#cherprangbnk48	1395
1	#punbnk48	1395
2	#musicbnk48	1395
3	#mobilebnk48	1395
4	#ornbnk48	1395
5	#jennisbnk…rt	1395
6	#ปล่อย	1395
7	#bnk48	1395
8	#musicbnk48	1395
9	#bnk48rt	1395
10	#ornbnk48	1395
11	#cherprangbnk48	1395
12	#bnk48	1395
13	#cherprangbnk48	1395
14	#ornbnk48	1395
0	#bnk48	1406
1	#punbn…มีดราม่าอะไรอ่า	1406
2	#bnk48เลเวลอัพขึ้นอีกแล้วนี่	1406
3	#ornbnk48	1406
4	#cherprangbnk48	1406
5	#bnk48	1406
6	#bnk48	1406
7	#mobilebnk48	1406
8	#ปัญไข่	1406
9	#punbnk48	1406
10	#kaimookbnk48	1406
11	#bnk48	1406
12	#bnk48rt	1406
13	#musicbnk48	1406
14	#cherpr…rt	1406
15	#cherprangbnk48	1406
16	#bnk48	1406
17	#เพลงหากิน	1406
18	#bnk48	1406
19	#janbnk48	1406
20	#janchan	1406
0	#cherprang…rt	1416
1	#ปล่อย	1416
2	#bnk48	1416
3	#kaewbnk48	1416
4	#jennisbnk48	1416
5	#punbnk48	1416
6	#mobilebnk…rt	1416
7	#เฌอสิค	1416
8	#musicbnk48	1416
9	#cherprangbnk48…rt	1416
10	#cherprangbnk48	1416
11	#bnk48	1416
12	#สามแยกปากหวาน	1416
13	#bnk48	1416
14	#cherprangbnk48	1416
15	#bnk48	1416
16	#pockythailand	1416
17	#punbnk48	1416
18	#bnk48	1416
19	#janbnk48	1416
20	#janchan	1416
21	#bnk48	1416
22	#bnk48	1416
23	#pockyletssayit	1416
24	#นารา	1416
25	#ตลาดนัดbnk48	1416
26	#bnk48	1416
27	#mobilebnk48	1416
0	#เฌอสิค	1426
1	#bnk48	1426
2	#cherprangbnk48	1426
3	#musicbnk48	1426
4	#punbnk48	1426
5	#bnk48	1426
0	#bnk48	1436
1	#bnk48rt	1436
2	#bnk48	1436
3	#cherprangbnk48	1436
4	#punbnk48	1436
5	#bnk48	1436
6	#bnk48	1436
7	#cherprangbnk48	1436
8	#bnk48	1436
9	#truepoint	1436
10	#mobilebnk48	1436
11	#bnk48	1436
12	#ปล่อย	1436
13	#bnk48	1436
0	#bnk48	1446
1	#talkwithtoey	1446
2	#bnk48	1446
3	#janbnk48	1446
4	#janchan	1446
5	#bnk48	1446
6	#ornbnk48	1446
7	#cherprangbnk48	1446
8	#bnk48	1446
9	#cherprangbnk48	1446
10	#bnk48	1446
0	#punbnk48	1457
1	#bnk48	1457
2	#punbnk48	1457
3	#bnk48	1457
4	#bnk48	1457
5	#bnk48	1457
6	#pupebnk48	1457
7	#ปล่อย	1457
8	#bnk48	1457
9	#ปล่อย	1457
10	#bnk48	1457
11	#bnk48	1457
12	#punbnk48	1457
13	#katebnk48	1457
14	#pockythailand	1457
15	#punbnk48	1457
16	#bnk48	1457
17	#punbnk48	1457
18	#bnk48	1457
0	#bnk48	1467
1	#bnk48foundermember	1467
2	#bnk48theater	1467
3	#bnk48thecampus	1467
4	#bnk481stc…rt	1467
5	#bnk48	1467
6	#cherprangbnk48	1467
7	#valentinemyoshi	1467
8	#มุกเสี่ยว	1467
9	#เพลงหากิน	1467
10	#bnk48	1467
11	#janbnk48	1467
12	#janchan	1467
13	#bnk48	1467
14	#truepoint	1467
15	#bnk48xtrue	1467
16	#trueyou	1467
17	#tru…rt	1467
18	#cherprangbnk48	1467
19	#bnk48	1467
20	#bnk48	1467
0	#ornbnk48	1477
1	#cherprangbnk48	1477
2	#bnk48	1477
3	#punbnk48	1477
4	#bnk48	1477
5	#bnk48	1477
6	#cherprangbnk48	1477
7	#ornbnk48	1477
8	#punbnk48	1477
9	#…rt	1477
10	#bnk48	1477
11	#mobilebnk48	1477
12	#bnk48	1477
13	#cherprangbnk48	1477
14	#bnk48	1477
15	#punbnk48	1477
0	#tarwaanbnk48	1487
1	#bnk48	1487
2	#cherprangbnk48	1487
3	#bnk48	1487
4	#punbnk48	1487
5	#jennisbnk48	1487
6	#mobilebnk48	1487
7	#musicbnk48	1487
8	#cherprangbnk48	1487
9	#ornbnk48	1487
10	#bnk48	1487
11	#truepoint	1487
12	#bnk48xtrue	1487
13	#trueyou	1487
14	#tru…rt	1487
15	#ปัญไข่	1487
16	#punbnk48	1487
17	#kaimookbnk48	1487
18	#bnk48	1487
19	#bnk48	1487
20	#punbnk48	1487
21	#bnk48	1487
22	#bnk48	1487
0	#bnk48rt	1497
1	#เพลงหากิน	1497
2	#bnk48	1497
3	#janbnk48	1497
4	#janchan	1497
5	#bnk48	1497
6	#bnk48foundermember	1497
7	#bnk48theater	1497
8	#bnk48thecampus	1497
9	#bnk481stc…rt	1497
10	#ปล่อย	1497
11	#bnk48	1497
12	#janbnk48	1497
13	#bnk48	1497
14	#pockythailand	1497
15	#punbnk48	1497
16	#bnk48	1497
0	#bnk48	1507
1	#เต็นสิค	1507
2	#valentinemyoshi	1507
3	#musicbnk48	1507
4	#jennisbnk48	1507
5	#bnk48	1507
6	#mobilebnk48	1507
7	#bnk48	1507
8	#bnk48	1507
9	#punbnk48	1507
10	#jennisbnk48	1507
11	#cherprangbnk48	1507
12	#mobilebnk48	1507
13	#musicbnk48	1507
14	#ornbnk48	1507
15	#true	1507
16	#…rt	1507
17	#pockythailand	1507
18	#punbnk48	1507
19	#bnk48	1507
20	#fortunecookie	1507
21	#bnk48	1507
22	#punbnk48	1507
23	#bnk48	1507
0	#bnk48	1518
1	#namhombnk48	1518
2	#kornbnk48	1518
3	#mobilebnk48	1518
4	#kaimookbnk48	1518
5	#mindbnk48	1518
6	#kaewbnk48	1518
7	#namsaibnk…ยังไม่กล้าเปิดดู	1518
8	#janbnk48	1518
9	#bnk48	1518
10	#jennisbnk48	1518
11	#แม้ว่าคนข้างๆจะคุยกันเสียงดังก็ตาม	1518
12	#musicbnk48	1518
13	#bnk48	1518
14	#mymilintine	1518
15	#namneungbnk48	1518
16	#bnk48	1518
17	#punbnk48	1518
18	#bnk48	1518
19	#bnk48	1518
20	#pockythailand	1518
21	#punbnk48	1518
22	#bnk48	1518
0	#bnk48	1528
1	#truepoint	1528
2	#bnk48xtrue	1528
3	#trueyou	1528
4	#tru…เจอรินะจังแล้ว	1528
5	#ปล่อยมธ	1528
6	#izurinabnk48	1528
7	#bnk48	1528
8	#ควีนส์การ์ด	1528
9	#pockythailand	1528
10	#punbnk48	1528
11	#bnk48	1528
12	#bnk48	1528
13	#jennisbnk48	1528
14	#bnk48	1528
15	#วาเลนไทน์	1528
16	#แคปเฌอ	1528
17	#cherprangbnk48	1528
18	#bnk48	1528
19	#เฌอปราง	1528
20	#myvalentine	1528
21	#bnk48	1528
22	#punb…rt	1528
23	#bnk48	1528
24	#punbnk48	1528
0	#punbnk48	1538
1	#bnk48	1538
2	#cherprangbnk48	1538
3	#bnk48	1538
4	#valentinemyoshi	1538
5	#mobilebnk48	1538
6	#bnk48	1538
7	#punbnk48	1538
8	#bnk48	1538
9	#bnk48	1538
10	#mobilebnk48	1538
11	#jennisbnk48	1538
12	#musicbnk48	1538
13	#punbnk48	1538
14	#kaimookbnk48	1538
15	#pupebnk48	1538
16	#tarwaanbnk48	1538
17	#kaewbnk48	1538
18	#ornbnk48	1538
19	#namneungbnk48	1538
20	#noeybnk48	1538
21	#janbnk48	1538
22	#bnk48	1538
23	#ช…rt	1538
24	#bnk48	1538
25	#jennisbnk48	1538
26	#cherprangbnk48	1538
27	#ornbnk48	1538
28	#bnk48	1538
29	#punbnk48	1538
30	#katebnk48	1538
31	#punbnk48	1538
32	#bnk48	1538
33	#bnk48	1538
34	#satchanbnk48	1538
0	#bnk48	1548
1	#bnk48foundermember	1548
2	#bnk48theater	1548
3	#bnk48thecampus	1548
4	#bnk481stc…rt	1548
5	#bnk48	1548
6	#bnk48rt	1548
7	#ปล่อย	1548
8	#bnk48	1548
9	#bnk48	1548
10	#punbnk48	1548
11	#punbnk48	1548
12	#bnk48	1548
13	#cherprangbnk48	1548
14	#punbnk48	1548
15	#musicbnk48	1548
16	#mobilebnk48	1548
17	#ornbnk48	1548
18	#jennisbnk48	1548
19	#…rt	1548
20	#ปล่อย	1548
21	#bnk48	1548
22	#mobilebnk48	1548
23	#bnk48	1548
0	#satchanbnk48	1558
1	#bnk48	1558
2	#bnk48	1558
3	#musicbnk48	1558
4	#mobilebnk48	1558
5	#bnk48	1558
6	#fortunecookie	1558
7	#bnk48	1558
8	#bnk48rt	1558
9	#เพลงหากิน	1558
10	#bnk48	1558
11	#janbnk48	1558
12	#janchan	1558
0	#เพลงหากิน	1569
1	#bnk48	1569
2	#janbnk48	1569
3	#janchan	1569
4	#janbnk48	1569
5	#janchan	1569
6	#bnk48	1569
7	#ปล่อย	1569
8	#bnk48	1569
9	#ปล่อย	1569
10	#bnk48	1569
11	#punbnk48	1569
12	#bnk48	1569
13	#punbnk48	1569
14	#katebnk48	1569
15	#bnk48	1569
16	#น้ำหนึ่งเนย	1569
17	#bnk48	1569
18	#namneungbnk48	1569
19	#noeybnk48	1569
0	#แก้วตาหวาน	1579
1	#bnk48rt	1579
2	#ควีนส์การ์ด	1579
3	#bnk48	1579
4	#cherprangbnk48	1579
5	#bnk48	1579
6	#kaimookbnk48	1579
7	#ornbnk48	1579
8	#bnk48	1579
9	#bnk48	1579
10	#janbnk48	1579
11	#janchan	1579
12	#ornbnk48	1579
13	#cher…rt	1579
14	#fortunecookie	1579
15	#bnk48	1579
16	#ปล่อย	1579
17	#bnk48	1579
0	#cherprangbnk48	1589
1	#bnk48	1589
2	#bnk48	1589
3	#bnk48	1589
4	#janbnk48	1589
5	#janchan	1589
6	#bnk48	1589
7	#bnk48	1589
8	#punbnk48	1589
9	#namsaibnk48	1589
10	#bnk48	1589
11	#เฌอสิค	1589
12	#bnk48	1589
13	#cherprangbnk48	1589
14	#musicbnk48	1589
15	#punbnk48	1589
0	#musicbnk48	1599
1	#cherprangbnk48	1599
2	#bnk48	1599
3	#valentinemyoshi	1599
4	#janbnk48	1599
5	#janchan	1599
6	#bnk48	1599
7	#musicbnk48	1599
8	#cherprangbnk48	1599
9	#bnk48	1599
10	#valentinemyoshi	1599
11	#bnk48	1599
12	#jennisbnk48	1599
13	#เพลงหากิน	1599
14	#bnk48	1599
15	#janbnk48	1599
16	#janchan	1599
0	#pockythailand	1609
1	#punbnk48	1609
2	#bnk48	1609
3	#janbnk48	1609
4	#janchan	1609
5	#bnk48	1609
6	#bnk48	1609
7	#punbnk48rt	1609
8	#punbnk48	1609
9	#bnk48	1609
10	#watercolor	1609
11	#character	1609
12	#illustration	1609
13	#drawing	1609
14	#girls	1609
15	#bnk48	1609
16	#comics	1609
17	#couple	1609
18	#fas…rt	1609
19	#valenoeyday	1609
20	#วันแห่งความอ๊บ	1609
21	#noeybnk48	1609
22	#bnk48	1609
23	#janbnk48	1609
24	#janchan	1609
25	#bnk48	1609
0	#bnk48rt	1620
1	#englishroomtv	1620
2	#cherprangbnk48	1620
3	#punbnk48	1620
4	#jennis…rt	1620
5	#canubemyvalentine	1620
6	#canbnk48	1620
7	#เก…rt	1620
8	#pockythailand	1620
9	#punbnk48	1620
10	#bnk48	1620
11	#punbnk48	1620
12	#bnk48	1620
13	#bnk48	1620
14	#เดลินิวส์	1620
15	#bnk48	1620
16	#bnk48	1620
17	#bnk48foundermember	1620
18	#bnk48theater	1620
19	#bnk48thecampus	1620
20	#bnk481stc…	1620
0	#tarwaanbnk48	1630
1	#bnk48	1630
2	#bnk48	1630
3	#punbnk48	1630
4	#bnk48	1630
5	#canubemyvalentine	1630
6	#c…ขายไอดี	1630
7	#bnk48	1630
8	#fungjai	1630
0	#punbnk48	1640
1	#bnk48	1640
2	#punbnk48	1640
3	#bnk48	1640
4	#pockyletsayit	1640
0	#งานปัจฉิมนิเทศ	1650
1	#namsaibnk48	1650
2	#bnk48	1650
3	#วาเลนไทน์	1650
4	#แคปเฌอ	1650
5	#cherprangbnk48	1650
6	#bnk48	1650
7	#เฌอปราง	1650
8	#myvalentine	1650
9	#namsaibnk48	1650
10	#bnk48	1650
11	#วาเลนไทน์	1650
12	#bnk48	1650
13	#bnk48	1650
14	#jennisbnk48	1650
15	#bnk48	1650
16	#เดลินิวส์	1650
17	#bnk48	1650
18	#punb…	1650
0	#bnk48	1660
1	#mobilebnk48	1660
2	#วาเลนไทน์	1660
3	#แคปเฌอ	1660
4	#cherprangbnk48	1660
5	#bnk48	1660
6	#เฌอปราง	1660
7	#myvalentine	1660
8	#musicbnk48	1660
9	#bnk48	1660
0	#punbnk48	1670
1	#bnk48	1670
2	#bnk48	1670
3	#cherprangbnk48	1670
4	#namsaibnk48	1670
5	#bnk48	1670
0	#nhk	1681
1	#songsoftokyo	1681
2	#akb48	1681
3	#jkt48	1681
4	#bnk48…rt	1681
5	#วาเลนไทน์	1681
6	#แคปเฌอ	1681
7	#cherprangbnk48	1681
8	#bnk48	1681
9	#เฌอปราง	1681
10	#myvalentine	1681
11	#เพลงหากิน	1681
12	#bnk48	1681
13	#janbnk48	1681
14	#janchan	1681
15	#bnk48	1681
16	#truepoint	1681
0	#ตลาดนัดbnk48	1691
1	#bnk48	1691
2	#mobilebnk48rt	1691
3	#เฌอปราง	1691
4	#bnk48	1691
5	#สารคดี	1691
6	#punbnk48	1691
7	#jennisbnk48	1691
8	#bnk48	1691
9	#เฌอปราง	1691
10	#bnk48	1691
11	#วาเลนไทน์	1691
12	#แคปเฌอ	1691
13	#cherprangbnk48	1691
14	#bnk48	1691
15	#เฌอปราง	1691
16	#myvalentine	1691
17	#noeybnk48	1691
18	#valenoeyday	1691
19	#วันแห่งความอ๊บ	1691
20	#bnk48	1691
21	#เฌอปราง	1691
22	#cherprangbnk48	1691
23	#cherovalentine	1691
24	#bnk48	1691
25	#bnk48	1691
26	#punbnk48	1691
27	#punbnk48	1691
28	#bnk48	1691
29	#วาเลนไทน์	1691
30	#แคปเฌอ	1691
31	#cherprangbnk48	1691
32	#bnk48	1691
33	#เฌอปราง	1691
34	#myvalentine	1691
35	#mobilebnk48	1691
36	#bnk48	1691
0	#วาเลนไทน์	1701
1	#แคปเฌอ	1701
2	#cherprangbnk48	1701
3	#bnk48	1701
4	#เฌอปราง	1701
5	#myvalentine	1701
6	#izutarinabnk48	1701
7	#izurin…rt	1701
8	#เพลงหากิน	1701
9	#bnk48	1701
10	#janbnk48	1701
11	#janchan	1701
12	#jennisbnk48	1701
13	#bnk48	1701
14	#bnk48	1701
15	#true…rt	1701
16	#janbnk48	1701
17	#janchan	1701
18	#bnk48	1701
19	#bnk48	1701
0	#อรอุ๋ง	1711
1	#ornbnk48	1711
2	#bnk48	1711
3	#วาเลนไทน์	1711
4	#แคปเฌอ	1711
5	#cherprangbnk48	1711
6	#bnk48	1711
7	#เฌอปราง	1711
8	#myvalentine	1711
9	#watercolor	1711
10	#bnk	1711
11	#bnk48	1711
12	#cherprang	1711
13	#cherprangbnk48	1711
14	#เฌอปราง	1711
15	#เฌอปรางbnk48	1711
16	#portrait	1711
17	#illustration	1711
18	#fanart	1711
19	#สี…รีวิว	1711
20	#bnk48	1711
21	#tarwaanbnk48	1711
22	#kazzmagazine	1711
23	#bnk48	1711
24	#mioribnk48	1711
25	#bnk48	1711
26	#bnk48	1711
27	#musicbnk48	1711
28	#bnk48rt	1711
29	#noeybnk48	1711
30	#bnk48	1711
31	#สามแยกปากหวาน	1711
32	#bnk48	1711
33	#punbn…	1711
0	#punbnk48	1721
1	#bnk48	1721
2	#punbnk48	1721
3	#bnk48	1721
4	#musicbnk48	1721
5	#bnk48	1721
6	#bnk48	1721
7	#cherprangbnk48	1721
0	#bnk48	1732
1	#bnk48	1732
2	#pockythailand	1732
3	#punbnk48	1732
4	#bnk48	1732
5	#เฌอสิค	1732
6	#bnk48	1732
7	#cherprangbnk48	1732
8	#musicbnk48	1732
9	#punbnk48	1732
10	#bnk48	1732
11	#punbnk48	1732
12	#bnk48	1732
13	#punbnk48	1732
0	#mobilebnk48	1742
1	#bnk48	1742
2	#mobilebnk48	1742
3	#bnk48	1742
4	#bnk48rt	1742
5	#ปัญเจนนิษฐ์	1742
6	#punbnk48	1742
7	#jennisbnk48	1742
8	#bnk48	1742
9	#วาเลนไทน์	1742
10	#แคปเฌอ	1742
11	#cherprangbnk48	1742
12	#bnk48	1742
13	#เฌอปราง	1742
14	#myvalentine	1742
15	#valenoeyday	1742
16	#วันแห่งความอ๊บ	1742
17	#noeybnk48	1742
18	#bnk48	1742
19	#punbnk48	1742
20	#bnk48	1742
21	#noeybnk48…	1742
22	#punbnk48	1742
23	#bnk48	1742
0	#bnk48	1752
1	#cherprangbnk48	1752
2	#punbnk48	1752
3	#musicbnk48	1752
4	#mobilebnk48	1752
5	#ornbnk48	1752
6	#jennisbnk…rt	1752
7	#jennisbnk48	1752
8	#bnk48	1752
9	#bnk48	1752
10	#punbnk48	1752
11	#mobilebnk48	1752
12	#bnk48	1752
13	#janbnk48	1752
14	#janchan	1752
15	#bnk48	1752
16	#bnk48	1752
17	#bnk48foundermember	1752
18	#bnk48theater	1752
19	#bnk48thecampus	1752
20	#bnk481stc…rt	1752
21	#ornbnk48	1752
22	#ความหัว	1752
23	#bnk48	1752
24	#mainstadium	1752
0	#valenoeyday	1762
1	#วันแห่งความอ๊บ	1762
2	#noeybnk48	1762
3	#bnk48	1762
4	#janbnk48	1762
5	#janchan	1762
6	#bnk48	1762
7	#jennisbnk48	1762
8	#bnk48	1762
9	#punbnk48	1762
10	#bnk48	1762
11	#bnk48	1762
12	#bnk48	1762
13	#punbnk48	1762
0	#bnk48	1772
1	#punbnk48	1772
2	#สามแยกปากหวาน	1772
3	#bnk48	1772
4	#kaimookbnk48	1772
5	#mioribnk48	1772
6	#bnk48	1772
7	#bnk48foundermember	1772
8	#bnk48theater	1772
9	#bnk48thecampus	1772
10	#bnk481stc…rt	1772
11	#เฌอสิค	1772
12	#bnk48	1772
13	#cherprangbnk48	1772
14	#musicbnk48	1772
15	#punbnk48	1772
16	#วาเลนไทน์	1772
17	#แคปเฌอ	1772
18	#cherprangbnk48	1772
19	#bnk48	1772
20	#เฌอปราง	1772
21	#myvalentine	1772
22	#canbnk48	1772
23	#ornbnk48	1772
24	#punbnk48	1772
25	#bnk48	1772
26	#valenoeyday	1772
27	#วันแห่งความอ๊บ	1772
28	#noeybnk48	1772
29	#bnk48	1772
30	#punbnk48	1772
31	#bnk48	1772
32	#bnk48	1772
33	#ปล่อยrt	1772
34	#namsaibnk48	1772
35	#bnk48	1772
36	#musicbnk48	1772
37	#bnk48	1772
0	#janbnk48	1782
1	#bnk48	1782
2	#bnk48	1782
3	#ornbnk48	1782
4	#musicbnk48	1782
5	#cherprangbnk48	1782
6	#bnk48	1782
7	#valentinemyoshi	1782
8	#bnk48	1782
9	#bnk48	1782
10	#bnk48	1782
11	#cherprangbnk48	1782
12	#ปล่อยมธ	1782
13	#izurinabnk48	1782
14	#bnk48	1782
15	#pockythailand	1782
16	#punbnk48	1782
17	#bnk48	1782
18	#ornbnk48	1782
19	#bnk48	1782
20	#valenoeyday	1782
